hours,siteId,sum
0,50010610001016,109
0,50011710000168,109
0,50010310000013,109
0,50010710000343,109
0,50010610009045,108
0,50011210000018,108
0,50010610005015,108
0,50011610000042,108
0,50010910000196,107
0,50010310000024,107
0,50010810000177,107
0,50015310000024,106
0,50010810000073,106
0,50010310000283,106
0,50010610009100,106
0,50010610006001,105
0,50010810000003,105
0,50015310000018,105
0,50010510000013,105
0,50011410000056,105
0,50010610009038,105
0,50011210000092,105
0,50011210000270,104
0,50011210000276,104
0,50010610009127,104
0,50010510000074,103
0,50011810000078,103
0,50010210000001,102
0,50010910000172,102
0,50010210000021,102
0,50010510000008,102
0,50010710000352,102
0,50010710000194,102
0,50011810000125,101
0,50011710000004,101
0,50010710001084,101
0,50011810000137,101
0,50010510000152,101
0,50010710000132,100
0,50010710001006,100
0,50010310000002,100
0,50010910000187,100
0,50011710000078,99
0,50010510000111,98
0,50010610009122,98
0,50010710000034,98
0,50015310000002,98
0,50011210000098,98
0,50010710001013,98
0,50010510000173,97
0,50023610000013,97
0,50010810000188,97
0,50010810000185,97
0,50010810000086,97
0,50022610000016,96
0,50010810000169,96
0,50011710000058,96
0,50010610009047,95
0,50010810000139,95
0,50010310000180,95
0,50010610002091,95
0,50010610008001,95
0,50010310000109,95
0,50010610002090,94
0,50010310000247,94
0,50011210000116,94
0,50011210000010,94
0,50010610009072,94
0,50010710000137,94
0,50011210000177,94
0,50010710000263,94
0,50010810000099,93
0,50010510000167,93
0,50010710001075,93
0,50011710000190,93
0,50010810000002,93
0,50011710000161,93
0,50010110000239,92
0,50011310000170,92
0,50015310000060,92
0,50010510000050,92
0,50011210000235,92
0,50010610009095,92
0,50010810000060,91
0,50010310000150,91
0,50010610009059,91
0,50010810000140,91
0,50010610009006,91
0,50010210000098,91
0,50010710001055,90
0,50010310000272,90
0,50010710000020,89
0,50015310000059,89
0,50010610009088,88
0,50010310000293,88
0,50010610008006,88
0,50010810000187,88
0,50010710000186,88
0,50010710000087,88
0,50010710000321,87
0,50011710000163,87
0,50010310000246,87
0,50010610005023,87
0,50010710000360,87
0,50011810000166,86
0,50011810000016,86
0,50010510000058,86
0,50010710001086,86
0,50015310000082,86
0,50010810000172,86
0,50010810000155,86
0,50010510000181,86
0,50010410000044,86
0,50011410000074,86
0,50010710000218,85
0,50011210000198,85
0,50011210000153,85
0,50011210000168,85
0,50011710000115,84
0,50010710000270,84
0,50010510000132,84
0,50011810000139,84
0,50010710001043,84
0,50011710000122,84
0,50011210000275,84
0,50010610002026,84
0,50010310000202,84
0,50010510000155,84
0,50010210000067,83
0,50011210000281,83
0,50011210000239,83
0,50010810000184,83
0,50010510000134,83
0,50010810000078,82
0,50010310000301,82
0,50010310000285,82
0,50010310000092,82
0,50010610002008,82
0,50010510000083,82
0,50010510000032,82
0,50011210000044,82
0,50011910000024,82
0,50010910000102,81
0,50010710000061,81
0,50011610000027,81
0,50011810000102,81
0,50010610002021,81
0,50010610004008,81
0,50010710001053,81
0,50010810000020,81
0,50010510000030,81
0,50010710000164,81
0,50010510000196,80
0,50015310000034,80
0,50010810000004,80
0,50010710000083,80
0,50010510000182,80
0,50010810000146,80
0,50010510000189,80
0,50010610007011,79
0,50010610002097,79
0,50011610000110,79
0,50010810000010,79
0,50011210000056,79
0,50010710000331,79
0,50011210000277,79
0,50010310000071,79
0,50010610008008,79
0,50022410000082,79
0,50010310000054,79
0,50011910000043,79
0,50010710001018,79
0,50010510000049,79
0,50010710000302,79
0,50010710000243,79
0,50010610009067,79
0,50010510000005,78
0,50010610002005,78
0,50015310000072,78
0,50010810000183,78
0,50023710000067,78
0,50011310000174,78
0,50010810000121,78
0,50011210000109,78
0,50010610009101,78
0,50011610000124,78
0,50010310000279,78
0,50010710000290,78
0,50024010000029,78
0,50011810000027,78
0,50010310000185,77
0,50010510000026,77
0,50011810000008,77
0,50010310000184,77
0,50010710000324,77
0,50010310000011,77
0,50022710000068,77
0,50011210000158,76
0,50010810000136,76
0,50010510000149,76
0,50010310000157,76
0,50010510000126,76
0,50010510000159,76
0,50011310000112,76
0,50010510000085,76
0,50010810000090,76
0,50011710000026,76
0,50010610001001,76
0,50011710000063,75
0,50010510000023,75
0,50010510000131,75
0,50010810000043,75
0,50010610009040,75
0,50011610000106,75
0,50010910000051,75
0,50010610002092,75
0,50011610000142,75
0,50010810000141,74
0,50010310000112,74
0,50011710000117,74
0,50010310000290,74
0,50010510000046,74
0,50010710000309,74
0,50010810000034,74
0,50010610004011,74
0,50010510000162,74
0,50010510000133,74
0,50022210000065,74
0,50010510000071,74
0,50011210000020,73
0,50010310000045,73
0,50010510000036,73
0,50010410000065,73
0,50010710001054,73
0,50010610005017,73
0,50010110000075,73
0,50011210000226,73
0,50010610009061,73
0,50010710001056,73
0,50011310000169,73
0,50010810000127,73
0,50010210000084,73
0,50010610009099,72
0,50022410000014,72
0,50010210000044,72
0,50010510000156,72
0,50010810000114,72
0,50011210000242,72
0,50010810000047,72
0,50011810000017,72
0,50015310000064,72
0,50010910000034,71
0,50010810000083,71
0,50010710000127,71
0,50022610000042,71
0,50010110000201,71
0,50010610009077,71
0,50010710001020,71
0,50010910000162,71
0,50010510000166,71
0,50010610002030,71
0,50010710000018,71
0,50010310000030,71
0,50010610009080,70
0,50010610004004,70
0,50010410000059,70
0,50022710000057,70
0,50010610006010,70
0,50010610009097,70
0,50011610000048,70
0,50011210000290,70
0,50010310000284,70
0,50011810000167,70
0,50010710001049,70
0,50010610002017,70
0,50010710000006,70
0,50010710001028,69
0,50010210000095,69
0,50010810000082,69
0,50015310000075,69
0,50011710000158,69
0,50011210000046,69
0,50010610008002,69
0,50010710000245,69
0,50011610000009,69
0,50011210000076,69
0,50010810000152,69
0,50010810000159,69
0,50010710000292,69
0,50010810000128,69
0,50010310000034,69
0,50023810000004,69
0,50010610002041,69
0,50011810000144,69
0,50010710001038,69
0,50010610006009,69
0,50011210000237,69
0,50010810000041,69
0,50010610009001,68
0,50010510000188,68
0,50010310000141,68
0,50022610000045,68
0,50010710001025,68
0,50011710000068,68
0,50010810000156,68
0,50011710000175,68
0,50010610009123,68
0,50015310000050,68
0,50010610009054,68
0,50015310000069,68
0,50010810000063,68
0,50015310000045,67
0,50010710000288,67
0,50011210000269,67
0,50010810000186,67
0,50011110000005,67
0,50010610002010,67
0,50010310000228,67
0,50010510000139,67
0,50010210000087,67
0,50011610000091,66
0,50010310000103,66
0,50010510000043,66
0,50010710001031,66
0,50010810000150,66
0,50010610005014,66
0,50010510000039,66
0,50010810000161,66
0,50010710000329,66
0,50015310000026,66
0,50010710001048,66
0,50015310000011,65
0,50022610000020,65
0,50015310000041,65
0,50023310000036,65
0,50011210000015,65
0,50011810000044,65
0,50011210000126,65
0,50011210000211,65
0,50011210000038,65
0,50010710000157,65
0,50010510000075,65
0,50011210000128,65
0,50011610000141,65
0,50011810000041,65
0,50010710000226,65
0,50022410000069,65
0,50010210000046,65
0,50011810000181,65
0,50011710000142,65
0,50010710001029,65
0,50010710000258,65
0,50010710000355,65
0,50011210000172,65
0,50010610005001,64
0,50010510000140,64
0,50011810000018,64
0,50011310000097,64
0,50010310000162,64
0,50010510000119,64
0,50011310000022,64
0,50015310000074,64
0,50010510000176,64
0,50011210000225,64
0,50010710000227,64
0,50011210000247,64
0,50010210000085,64
0,50010510000120,64
0,50010510000064,64
0,50011610000112,64
0,50010910000122,64
0,50022310000075,63
0,50023210000027,63
0,50011310000001,63
0,50010810000054,63
0,50010310000186,63
0,50010210000059,63
0,50010710000327,63
0,50010710000030,63
0,50011210000167,63
0,50015310000047,63
0,50010310000213,63
0,50024110000045,63
0,50010110000226,63
0,50011210000209,62
0,50010810000170,62
0,50010310000144,62
0,50022610000032,62
0,50010810000162,62
0,50010510000118,62
0,50015310000040,62
0,50010310000188,62
0,50022610000015,62
0,50010710000031,62
0,50010310000163,62
0,50022710000121,62
0,50010410000051,62
0,50015310000081,62
0,50010810000066,62
0,50010810000134,62
0,50011210000005,62
0,50015310000083,62
0,50011510000100,62
0,50010610007006,62
0,50010510000106,62
0,50011210000034,62
0,50010310000021,61
0,50010510000014,61
0,50022610000053,61
0,50015310000021,61
0,50011210000186,61
0,50010310000055,61
0,50011610000046,61
0,50010810000149,61
0,50010710000103,61
0,50010610009093,61
0,50010710000108,61
0,50010710001039,61
0,50010710000255,61
0,50010510000035,61
0,50011710000042,60
0,50010510000060,60
0,50011810000191,60
0,50011210000166,60
0,50011310000015,60
0,50010710000238,60
0,50015310000038,60
0,50011210000246,60
0,50010510000009,60
0,50022410000085,60
0,50011310000070,60
0,50011810000010,60
0,50010610004014,60
0,50011210000021,60
0,50011210000122,60
0,50010610005002,60
0,50010310000174,60
0,50011210000084,60
0,50010510000051,60
0,50010710001037,60
0,50015310000067,60
0,50023310000005,60
0,50010610007009,60
0,50010310000292,60
0,50022610000055,59
0,50011310000160,59
0,50015310000056,59
0,50010810000199,59
0,50022510000016,59
0,50010510000012,59
0,50023210000005,59
0,50010610009124,59
0,50010610009130,59
0,50010610002007,59
0,50011210000190,59
0,50010510000130,59
0,50010710000354,59
0,50010510000160,59
0,50010510000007,59
0,50022210000060,59
0,50010810000138,59
0,50011810000061,58
0,50011210000082,58
0,50011310000164,58
0,50015310000017,58
0,50022210000040,58
0,50011210000099,58
0,50015310000044,58
0,50022710000111,58
0,50022710000114,58
0,50022610000081,58
0,50010510000117,58
0,50010310000004,58
0,50010610009106,58
0,50010510000053,58
0,50011710000089,58
0,50010710000048,58
0,50011210000289,58
0,50010510000191,58
0,50010710000090,57
0,50010110000235,57
0,50010910000014,57
0,50010110000118,57
0,50010710000041,57
0,50022710000116,57
0,50010610009004,57
0,50015310000019,57
0,50010510000123,57
0,50023110000061,57
0,50010810000163,57
0,50010810000094,57
0,50010610002003,57
0,50011210000100,57
0,50010110000161,57
0,50010810000147,57
0,50022610000029,57
0,50011210000221,57
0,50010810000072,57
0,50010310000299,57
0,50010210000100,57
0,50015310000068,57
0,50011210000240,57
0,50010810000052,57
0,50011210000143,57
0,50010410000060,56
0,50022610000075,56
0,50010810000100,56
0,50010510000019,56
0,50010710000307,56
0,50010110000186,56
0,50010310000129,56
0,50022210000039,56
0,50010610009055,56
0,50010510000198,56
0,50010410000035,56
0,50010710000159,56
0,50011810000020,56
0,50010410000063,56
0,50011210000031,56
0,50010710000080,56
0,50011210000250,56
0,50011810000104,56
0,50015310000039,55
0,50010610001017,55
0,50010710000293,55
0,50024110000054,55
0,50011210000287,55
0,50010510000048,55
0,50015310000057,55
0,50011210000189,55
0,50010310000187,55
0,50010810000049,55
0,50010210000048,55
0,50011310000179,55
0,50015310000003,55
0,50010110000178,55
0,50023210000002,55
0,50011210000001,55
0,50010510000063,55
0,50010710000076,55
0,50010710000310,55
0,50010510000175,55
0,50010710000323,55
0,50010710000335,55
0,50010710000363,55
0,50011210000130,55
0,50010610006003,54
0,50011610000076,54
0,50010410000068,54
0,50011210000231,54
0,50011210000188,54
0,50010110000153,54
0,50011710000018,54
0,50010710000280,54
0,50010610002002,54
0,50024110000097,54
0,50010710000223,54
0,50011210000163,54
0,50011710000170,54
0,50011710000177,54
0,50023010000067,54
0,50010510000177,54
0,50010510000154,54
0,50010610002022,54
0,50015310000053,54
0,50011310000135,54
0,50010910000156,54
0,50010610009011,54
0,50010710000237,54
0,50010710000138,54
0,50011210000117,54
0,50010610005013,54
0,50015310000051,54
0,50011710000010,54
0,50011210000223,54
0,50010110000255,54
0,50010210000065,54
0,50010910000190,54
0,50010710001063,54
0,50011610000176,54
0,50010610006019,54
0,50010810000005,54
0,50010310000305,54
0,50010810000131,54
0,50011710000044,53
0,50022310000082,53
0,50022710000099,53
0,50010710001083,53
0,50011210000065,53
0,50010710000267,53
0,50010810000076,53
0,50010710000193,53
0,50010610009094,53
0,50010810000174,53
0,50011210000300,53
0,50010710000260,53
0,50010510000076,53
0,50010610009098,53
0,50010810000105,53
0,50010810000125,53
0,50010610002065,53
0,50010710001059,53
0,50011610000113,53
0,50015310000073,53
0,50011810000142,53
0,50010610002070,53
0,50010910000140,53
0,50010710000084,53
0,50010610009076,53
0,50010410000055,53
0,50011610000205,53
0,50011210000306,53
0,50010510000025,52
0,50011210000180,52
0,50010710000032,52
0,50011210000088,52
0,50011210000288,52
0,50010610009056,52
0,50011710000182,52
0,50010610009060,52
0,50011810000079,52
0,50011310000084,52
0,50010310000300,52
0,50010610009064,52
0,50010510000101,52
0,50010710000317,52
0,50023310000008,52
0,50010910000139,52
0,50010810000087,52
0,50011910000046,52
0,50010710000339,52
0,50010710000353,52
0,50010310000296,52
0,50010610002032,52
0,50023610000049,52
0,50010710000206,51
0,50023710000025,51
0,50011210000243,51
0,50011810000162,51
0,50010710000249,51
0,50010910000191,51
0,50010910000016,51
0,50011210000013,51
0,50022710000026,51
0,50010810000191,51
0,50010410000061,51
0,50011210000160,51
0,50011810000043,51
0,50011310000109,51
0,50011210000227,51
0,50011710000038,51
0,50010610009058,51
0,50010510000157,51
0,50011210000303,51
0,50010810000075,51
0,50010210000018,51
0,50011210000268,51
0,50010110000102,50
0,50010810000085,50
0,50010510000062,50
0,50011210000029,50
0,50015310000009,50
0,50015310000029,50
0,50010210000079,50
0,50011210000042,50
0,50010710001045,50
0,50010510000092,50
0,50022310000072,50
0,50023210000014,50
0,50011210000195,50
0,50010810000089,50
0,50010310000226,50
0,50010610009079,50
0,50023310000019,50
0,50023410000050,50
0,50010610009114,50
0,50010810000119,50
0,50011810000034,50
0,50010710000174,50
0,50011410000070,50
0,50022510000014,50
0,50011210000087,50
0,50011610000015,50
0,50010710000325,50
0,50010810000016,50
0,50010710000342,49
0,50010910000009,49
0,50010410000042,49
0,50011210000228,49
0,50010710000124,49
0,50010310000136,49
0,50010310000046,49
0,50022710000077,49
0,50010710000047,49
0,50011210000079,49
0,50011810000081,49
0,50010710000142,49
0,50010110000209,49
0,50010310000215,49
0,50010110000120,49
0,50022710000078,49
0,50011210000114,49
0,50011310000089,49
0,50022610000084,49
0,50010710000150,48
0,50015310000079,48
0,50011210000140,48
0,50011810000140,48
0,50010110000167,48
0,50015310000055,48
0,50024310000021,48
0,50010910000188,48
0,50010710000298,48
0,50011610000152,48
0,50010310000012,48
0,50010910000129,48
0,50011310000119,48
0,50010710001034,48
0,50010510000158,48
0,50010610009046,48
0,50011210000071,48
0,50011210000091,48
0,50011210000009,48
0,50010410000011,48
0,50010310000139,48
0,50011210000133,48
0,50011610000067,48
0,50010810000050,48
0,50011210000266,48
0,50010310000041,48
0,50011210000113,47
0,50024110000021,47
0,50011610000087,47
0,50015310000007,47
0,50010410000019,47
0,50011210000043,47
0,50010910000096,47
0,50010310000099,47
0,50015310000001,47
0,50010310000152,47
0,50011410000005,47
0,50022610000068,47
0,50010710000334,47
0,50010610004003,47
0,50010110000092,47
0,50022410000029,47
0,50010710000112,47
0,50024110000086,46
0,50011910000039,46
0,50022210000079,46
0,50010910000005,46
0,50011710000002,46
0,50022610000079,46
0,50011210000127,46
0,50022710000008,46
0,50010310000102,46
0,50011210000236,46
0,50010710001036,46
0,50010910000065,46
0,50011410000047,46
0,50010610009116,46
0,50010510000110,46
0,50010810000079,46
0,50011210000037,46
0,50022410000100,46
0,50010610009039,46
0,50010610009003,46
0,50011310000028,46
0,50011210000248,46
0,50010810000039,46
0,50024110000068,46
0,50010610001018,45
0,50010510000144,45
0,50010810000178,45
0,50011310000080,45
0,50010910000134,45
0,50011310000175,45
0,50011310000073,45
0,50015310000013,45
0,50010710000322,45
0,50010610009111,45
0,50010210000096,45
0,50010510000164,45
0,50011610000012,45
0,50011310000183,45
0,50010710000304,45
0,50010410000015,45
0,50010610002033,45
0,50010710000079,45
0,50010510000146,45
0,50010210000064,45
0,50011210000261,45
0,50011210000296,45
0,50011510000025,45
0,50011210000284,45
0,50010510000017,45
0,50010710000357,45
0,50011710000155,45
0,50010610009082,45
0,50010610005011,45
0,50011310000052,44
0,50010710000350,44
0,50011210000272,44
0,50010110000059,44
0,50010310000249,44
0,50010610005020,44
0,50011210000025,44
0,50010410000032,44
0,50011210000263,44
0,50010710000269,44
0,50010310000281,44
0,50010610001002,44
0,50024310000044,44
0,50024110000119,44
0,50010310000125,44
0,50011910000017,44
0,50011810000198,44
0,50011210000048,44
0,50010610001009,44
0,50010810000108,44
0,50022310000045,44
0,50023310000022,44
0,50010710000359,44
0,50010510000100,44
0,50024210000103,44
0,50010810000109,44
0,50010710000235,44
0,50011810000128,44
0,50010610004009,44
0,50010510000093,44
0,50010110000019,44
0,50011210000131,44
0,50011810000052,44
0,50022410000010,43
0,50011210000255,43
0,50011810000190,43
0,50010610009050,43
0,50010110000155,43
0,50011310000029,43
0,50011310000033,43
0,50015310000046,43
0,50011210000230,43
0,50015310000058,43
0,50010610002011,43
0,50010610009085,43
0,50011210000165,43
0,50011210000052,43
0,50011410000066,43
0,50015310000005,43
0,50010310000302,43
0,50011310000178,43
0,50010810000137,43
0,50010810000201,43
0,50010610009081,43
0,50010910000179,43
0,50010810000110,43
0,50011210000072,43
0,50011210000286,43
0,50010610009109,43
0,50010710000299,43
0,50010810000124,43
0,50011310000127,43
0,50022710000107,43
0,50010310000074,43
0,50010710001030,43
0,50011210000254,43
0,50015310000033,43
0,50011210000086,42
0,50023410000035,42
0,50023310000074,42
0,50011810000030,42
0,50024110000005,42
0,50011210000047,42
0,50010610008009,42
0,50022910001003,42
0,50022710000061,42
0,50010710000296,42
0,50010510000082,42
0,50011210000002,42
0,50010510000031,42
0,50010310000126,42
0,50011210000214,42
0,50010610005009,42
0,50011010000032,42
0,50010610002096,42
0,50011810000116,42
0,50010510000121,42
0,50010710000233,42
0,50010510000045,42
0,50011310000182,42
0,50010210000088,42
0,50010510000143,42
0,50010110000042,42
0,50010810000167,42
0,50023610000019,42
0,50010210000007,42
0,50011410000008,42
0,50011810000026,42
0,50010810000068,41
0,50011510000090,41
0,50010810000194,41
0,50015310000043,41
0,50010710000301,41
0,50022310000071,41
0,50011310000054,41
0,50011210000097,41
0,50011210000011,41
0,50010710000065,41
0,50011210000233,41
0,50011210000291,41
0,50010210000049,41
0,50011610000200,41
0,50011810000197,41
0,50022610000048,41
0,50010910000063,41
0,50010310000298,41
0,50010710000122,41
0,50011210000063,41
0,50010610009103,41
0,50022610000044,41
0,50011610000155,41
0,50010710000272,41
0,50010610001005,41
0,50022410000028,41
0,50010710000074,41
0,50010110000033,41
0,50011210000285,41
0,50011210000273,40
0,50010510000169,40
0,50010910000160,40
0,50010310000043,40
0,50022610000006,40
0,50010710000147,40
0,50010710000107,40
0,50010610009028,40
0,50010910000087,40
0,50022810000003,40
0,50010810000181,40
0,50010810000084,40
0,50010610007013,40
0,50010910000071,40
0,50011210000199,40
0,50010710000316,40
0,50010710000162,40
0,50010510000105,40
0,50010210000075,40
0,50011710000131,40
0,50010110000247,40
0,50010810000056,40
0,50010710000166,40
0,50010810000101,40
0,50011210000147,40
0,50010310000304,40
0,50015310000085,40
0,50015310000061,40
0,50011710000070,40
0,50010710001082,40
0,50011810000093,40
0,50011210000008,40
0,50011810000031,40
0,50022610000021,40
0,50023210000013,40
0,50010210000033,39
0,50011810000103,39
0,50010510000114,39
0,50010110000166,39
0,50011610000003,39
0,50010710000330,39
0,50015310000063,39
0,50022210000013,39
0,50010110000141,39
0,50010810000165,39
0,50010710000333,39
0,50010410000069,39
0,50010510000161,39
0,50010710000195,39
0,50011210000215,39
0,50010210000052,39
0,50011410000006,39
0,50010110000107,39
0,50010510000170,39
0,50010710000171,39
0,50011210000212,39
0,50022610000023,39
0,50022510000051,39
0,50011610000189,39
0,50010510000141,39
0,50011210000132,39
0,50010610009102,39
0,50011610000138,39
0,50010810000062,39
0,50011210000293,39
0,50010610002071,39
0,50010810000180,38
0,50015310000078,38
0,50011610000060,38
0,50010910000053,38
0,50010710000332,38
0,50010810000015,38
0,50011710000022,38
0,50010710000187,38
0,50011210000259,38
0,50015310000076,38
0,50010510000081,38
0,50022410000002,38
0,50010610009125,38
0,50010810000028,38
0,50010710000306,38
0,50011210000060,38
0,50010410000052,38
0,50010210000091,38
0,50010110000154,38
0,50011710000006,38
0,50010710000188,38
0,50010610001007,38
0,50010610006012,38
0,50010910000107,38
0,50010310000214,38
0,50011710000093,38
0,50010710000314,38
0,50010810000166,38
0,50024210000024,38
0,50011810000122,38
0,50010910000080,38
0,50010710000042,38
0,50010310000176,37
0,50010710000222,37
0,50011310000091,37
0,50022710000071,37
0,50010910000067,37
0,50023810000048,37
0,50010910000130,37
0,50010710001047,37
0,50010510000054,37
0,50011110000007,37
0,50023010000029,37
0,50010610009005,37
0,50010510000192,37
0,50023210000020,37
0,50010810000045,37
0,50010710000254,37
0,50010810000200,37
0,50010110000052,37
0,50023810000044,37
0,50011210000244,37
0,50011910000034,37
0,50010710000129,37
0,50010710000364,37
0,50010710000140,37
0,50010610009078,37
0,50010710001021,37
0,50010310000310,37
0,50022610000031,37
0,50011210000061,37
0,50010710000328,37
0,50023310000095,36
0,50011210000208,36
0,50011210000301,36
0,50011210000280,36
0,50022610000013,36
0,50010710001051,36
0,50011810000129,36
0,50010510000056,36
0,50011310000136,36
0,50022610000012,36
0,50023110000048,36
0,50022510000028,36
0,50022210000104,36
0,50022610000058,36
0,50010510000087,36
0,50023310000085,36
0,50010510000184,36
0,50010610007002,36
0,50010610002049,36
0,50010110000197,36
0,50011310000163,36
0,50010810000053,36
0,50022610000063,36
0,50010510000183,36
0,50010510000002,36
0,50022610000072,36
0,50010710000221,36
0,50011310000076,36
0,50010410000049,36
0,50011310000042,36
0,50011510000043,36
0,50011010000029,36
0,50015310000049,36
0,50011310000173,36
0,50010610009074,36
0,50010610005018,36
0,50011310000114,36
0,50010710000176,36
0,50022510000011,36
0,50022610000087,36
0,50011310000018,36
0,50011710000154,36
0,50010710000338,36
0,50010710000144,36
0,50010810000069,35
0,50010610009128,35
0,50011210000118,35
0,50010710000145,35
0,50022610000022,35
0,50010510000112,35
0,50011210000080,35
0,50010710000266,35
0,50011310000162,35
0,50011210000026,35
0,50010710000091,35
0,50010310000289,35
0,50024110000089,35
0,50011810000056,35
0,50010110000174,35
0,50011210000229,35
0,50011610000062,35
0,50011410000019,35
0,50011710000071,35
0,50011210000258,35
0,50015310000084,35
0,50024110000099,35
0,50010710000143,35
0,50010210000071,35
0,50023110000068,35
0,50010810000017,35
0,50011210000030,35
0,50022310000016,35
0,50010810000176,35
0,50011210000302,35
0,50022710000105,35
0,50011810000035,35
0,50011710000027,35
0,50011710000156,35
0,50010710001016,35
0,50011210000125,35
0,50010710001017,35
0,50010610009010,35
0,50022310000031,35
0,50010510000037,35
0,50010610009117,35
0,50011310000065,35
0,50010810000115,35
0,50015310000020,35
0,50010910000050,34
0,50011310000057,34
0,50010710001014,34
0,50022510000012,34
0,50010710000356,34
0,50011310000085,34
0,50011010000045,34
0,50011210000196,34
0,50011210000256,34
0,50010710001035,34
0,50010510000193,34
0,50010710001062,34
0,50011310000074,34
0,50011210000200,34
0,50023410000102,34
0,50022510000032,34
0,50011810000171,34
0,50011710000081,34
0,50011310000050,34
0,50010510000163,34
0,50011210000304,34
0,50011410000054,34
0,50010810000189,34
0,50011310000177,34
0,50010910000105,34
0,50011810000002,34
0,50010110000084,34
0,50011210000090,34
0,50023410000070,34
0,50011310000122,34
0,50011710000189,34
0,50010610008004,34
0,50011610000191,34
0,50022710000076,34
0,50011210000045,34
0,50011210000182,33
0,50022510000087,33
0,50010610002004,33
0,50022710000046,33
0,50022710000047,33
0,50010310000020,33
0,50010210000053,33
0,50011710000176,33
0,50010110000163,33
0,50010810000059,33
0,50011710000043,33
0,50024210000003,33
0,50011810000057,33
0,50011210000041,33
0,50010510000061,33
0,50022710000039,33
0,50010110000073,33
0,50022410000057,33
0,50010910000031,33
0,50010710000093,33
0,50010610006020,33
0,50011510000074,33
0,50010610002006,33
0,50023710000053,33
0,50010410000030,33
0,50010610009012,33
0,50010510000107,33
0,50010810000091,33
0,50011610000212,33
0,50011310000025,33
0,50010110000211,33
0,50011210000016,33
0,50022610000071,33
0,50010710000220,33
0,50010610009104,33
0,50011210000171,33
0,50010110000133,33
0,50010510000006,33
0,50022710000004,33
0,50011310000156,33
0,50010310000195,33
0,50011610000058,33
0,50010210000054,33
0,50011810000192,33
0,50011310000071,32
0,50011310000139,32
0,50010710001040,32
0,50022610000077,32
0,50010310000239,32
0,50022710000073,32
0,50010610009026,32
0,50022610000078,32
0,50023110000060,32
0,50022610000064,32
0,50011710000056,32
0,50010810000035,32
0,50010910000073,32
0,50015310000004,32
0,50010810000036,32
0,50010710000346,32
0,50022410000079,32
0,50022710000002,32
0,50010610009014,32
0,50022410000071,32
0,50010810000098,32
0,50010710000149,32
0,50015310000070,32
0,50010410000031,32
0,50010110000210,32
0,50011210000262,32
0,50010210000043,32
0,50010710000154,32
0,50015310000016,32
0,50010610009133,32
0,50022710000012,32
0,50010710000320,32
0,50011610000034,32
0,50010410000067,32
0,50023610000050,31
0,50010710000312,31
0,50010910000104,31
0,50010610009073,31
0,50010510000174,31
0,50011510000013,31
0,50022210000117,31
0,50022410000013,31
0,50011310000079,31
0,50010910000059,31
0,50024210000083,31
0,50011610000077,31
0,50010610005019,31
0,50010710001010,31
0,50010110000040,31
0,50010510000001,31
0,50010810000027,31
0,50022410000023,31
0,50011310000096,31
0,50011210000278,31
0,50024010000050,31
0,50011510000107,31
0,50010710000098,31
0,50011610000083,31
0,50011210000141,31
0,50022710000007,31
0,50011310000086,31
0,50010510000128,31
0,50011510000086,31
0,50011810000149,31
0,50010210000092,31
0,50010910000006,31
0,50010310000282,31
