hours,siteId,sum
0,50010410000068,15
0,50024210000058,15
0,50010210000033,15
0,50010110000073,15
0,50010810000003,15
0,50022310000045,15
0,50024110000068,15
0,50011210000126,15
0,50023610000030,15
0,50023610000064,15
0,50010610009114,15
0,50011810000170,15
0,50022610000079,15
0,50011710000044,15
0,50023110000029,15
0,50022410000069,15
0,50011910000024,15
0,50010710000321,14
0,50011410000015,14
0,50011810000016,14
0,50011210000280,14
0,50023110000060,14
0,50023810000017,14
0,50010610009072,14
0,50023610000078,14
0,50010410000060,14
0,50010310000021,14
0,50022210000065,14
0,50023310000044,14
0,50022610000005,14
0,50010810000170,14
0,50011010000029,14
0,50010610004008,14
0,50010510000179,14
0,50023410000152,14
0,50023610000012,14
0,50015310000065,14
0,50011710000027,14
0,50010610009041,14
0,50022510000011,14
0,50010810000099,14
0,50010710000353,14
0,50011810000061,14
0,50010810000160,14
0,50022410000100,14
0,50023610000034,14
0,50010710000006,14
0,50010710001049,14
0,50010510000174,14
0,50010610009067,14
0,50010510000156,14
0,50010510000106,14
0,50011810000081,14
0,50010110000249,14
0,50022610000057,13
0,50010610009081,13
0,50010710000269,13
0,50010210000049,13
0,50011210000061,13
0,50023010000043,13
0,50011210000271,13
0,50011010000047,13
0,50011810000017,13
0,50010710000327,13
0,50023210000014,13
0,50011510000111,13
0,50023510000012,13
0,50011310000049,13
0,50010210000085,13
0,50011210000244,13
0,50010610009047,13
0,50023810000044,13
0,50011810000167,13
0,50011710000092,13
0,50023710000065,13
0,50023210000016,13
0,50023410000032,13
0,50011210000168,13
0,50010510000023,13
0,50010310000013,13
0,50010710001084,13
0,50010110000186,13
0,50023110000018,13
0,50010810000199,13
0,50010310000202,13
0,50010510000136,13
0,50015310000028,13
0,50022610000036,13
0,50010810000054,13
0,50011210000068,13
0,50010710000048,13
0,50023110000064,13
0,50023410000123,13
0,50023310000095,13
0,50022410000014,13
0,50010310000034,13
0,50011210000306,13
0,50015310000081,13
0,50010910000051,13
0,50023310000020,13
0,50023010000034,13
0,50022310000011,13
0,50011210000157,13
0,50010310000072,13
0,50023610000073,13
0,50010210000037,13
0,50010310000140,13
0,50015310000031,13
0,50022310000014,13
0,50011810000198,13
0,50023510000063,13
0,50023210000019,13
0,50010710000013,13
0,50010210000087,12
0,50023010000038,12
0,50010110000091,12
0,50010310000293,12
0,50023710000061,12
0,50010710001006,12
0,50010510000134,12
0,50022610000007,12
0,50011610000042,12
0,50010610007006,12
0,50015310000027,12
0,50023510000034,12
0,50011710000163,12
0,50015310000050,12
0,50010910000102,12
0,50011710000099,12
0,50011310000114,12
0,50011610000113,12
0,50023310000043,12
0,50010610009122,12
0,50010810000010,12
0,50010610005001,12
0,50010610009038,12
0,50011610000164,12
0,50015310000019,12
0,50011810000041,12
0,50011710000170,12
0,50023110000037,12
0,50023610000010,12
0,50011710000159,12
0,50011310000030,12
0,50010610002090,12
0,50010310000114,12
0,50011510000116,12
0,50024010000029,12
0,50010810000060,12
0,50010610009121,12
0,50010210000071,12
0,50010210000079,12
0,50022410000002,12
0,50010110000227,12
0,50010810000189,12
0,50011810000141,12
0,50011710000093,12
0,50023610000046,12
0,50010710000322,12
0,50024210000029,12
0,50011710000068,12
0,50023310000074,12
0,50011410000074,12
0,50011610000194,12
0,50022910001011,12
0,50011610000112,12
0,50010810000163,12
0,50010610009054,12
0,50022210000060,12
0,50022310000087,12
0,50011810000116,12
0,50010510000173,12
0,50010110000174,12
0,50010510000126,12
0,50023110000011,12
0,50010710000076,12
0,50010910000122,12
0,50010610004004,12
0,50010610005019,12
0,50010110000205,12
0,50010110000188,11
0,50011710000018,11
0,50022610000026,11
0,50010310000162,11
0,50011810000162,11
0,50023610000003,11
0,50011710000142,11
0,50010710000311,11
0,50010610009046,11
0,50022610000073,11
0,50010610002021,11
0,50022810000014,11
0,50010510000140,11
0,50010710001028,11
0,50011810000191,11
0,50023610000020,11
0,50023610000072,11
0,50010110000072,11
0,50010810000146,11
0,50010710000293,11
0,50011610000052,11
0,50023810000004,11
0,50022310000031,11
0,50010810000072,11
0,50011210000082,11
0,50011810000139,11
0,50022610000078,11
0,50022510000016,11
0,50011010000025,11
0,50022910001001,11
0,50023610000074,11
0,50010710000270,11
0,50010410000051,11
0,50010810000073,11
0,50023110000006,11
0,50010210000054,11
0,50011310000112,11
0,50010110000111,11
0,50011210000247,11
0,50010810000169,11
0,50022610000064,11
0,50010610009108,11
0,50015310000071,11
0,50011610000160,11
0,50011710000175,11
0,50010310000228,11
0,50010810000076,11
0,50010310000187,11
0,50023110000032,11
0,50010310000296,11
0,50010210000084,11
0,50024310000038,11
0,50010810000043,11
0,50011810000078,11
0,50022410000048,11
0,50010810000184,11
0,50010710000223,11
0,50011210000182,11
0,50023710000019,11
0,50011310000169,11
0,50010610006003,11
0,50011810000176,11
0,50010610009058,11
0,50010810000049,11
0,50010810000140,11
0,50010710001088,11
0,50015310000072,11
0,50010610009061,11
0,50010310000290,11
0,50024110000067,11
0,50010810000125,11
0,50011210000058,11
0,50023510000051,11
0,50010210000022,11
0,50010510000010,11
0,50023610000070,11
0,50011210000281,11
0,50023010000033,11
0,50022610000059,11
0,50010510000012,11
0,50011610000019,10
0,50010510000005,10
0,50022610000042,10
0,50010910000134,10
0,50010610001016,10
0,50023510000079,10
0,50011210000122,10
0,50022410000087,10
0,50022210000077,10
0,50023110000063,10
0,50010810000177,10
0,50010910000005,10
0,50010610009005,10
0,50010310000180,10
0,50010510000130,10
0,50011010000016,10
0,50022310000084,10
0,50011210000227,10
0,50010610009117,10
0,50022510000056,10
0,50010810000090,10
0,50011710000185,10
0,50022610000071,10
0,50010810000041,10
0,50023510000061,10
0,50010710000355,10
0,50010810000004,10
0,50010810000078,10
0,50011410000038,10
0,50015310000035,10
0,50010510000162,10
0,50022810000060,10
0,50010610001001,10
0,50010710000263,10
0,50011310000054,10
0,50010710000352,10
0,50011210000098,10
0,50010810000141,10
0,50011710000136,10
0,50010310000281,10
0,50010610002030,10
0,50015310000069,10
0,50010310000176,10
0,50010110000118,10
0,50022310000022,10
0,50010810000138,10
0,50023510000010,10
0,50023310000077,10
0,50011510000074,10
0,50010510000182,10
0,50022710000077,10
0,50010510000114,10
0,50010110000240,10
0,50010210000002,10
0,50011310000097,10
0,50011410000078,10
0,50010210000046,10
0,50022710000037,10
0,50010510000071,10
0,50010510000152,10
0,50011210000189,10
0,50010810000151,10
0,50011210000144,10
0,50023110000046,10
0,50010210000014,10
0,50022610000020,10
0,50011710000110,10
0,50010110000197,10
0,50010810000149,10
0,50022710000099,10
0,50011810000140,10
0,50011210000307,10
0,50022210000013,10
0,50011210000221,10
0,50010710001039,10
0,50010610009001,10
0,50010310000213,10
0,50023210000025,10
0,50011810000013,10
0,50024210000018,10
0,50023610000076,10
0,50010710001075,10
0,50010310000043,10
0,50010610009011,10
0,50010710000132,10
0,50010510000064,10
0,50010910000050,10
0,50022610000069,10
0,50010510000105,10
0,50010410000001,10
0,50011810000008,10
0,50011210000272,10
0,50011610000078,9
0,50011010000048,9
0,50010810000027,9
0,50010710000309,9
0,50010610009060,9
0,50022710000105,9
0,50010110000026,9
0,50010510000119,9
0,50015310000068,9
0,50010710000260,9
0,50010810000183,9
0,50010710001055,9
0,50022210000087,9
0,50010310000292,9
0,50010610009123,9
0,50011710000026,9
0,50010910000139,9
0,50022410000028,9
0,50023010000046,9
0,50011710000176,9
0,50010610008009,9
0,50010110000166,9
0,50010710000308,9
0,50010610004003,9
0,50022210000003,9
0,50015310000039,9
0,50022410000013,9
0,50010710000267,9
0,50022510000005,9
0,50010810000156,9
0,50010510000131,9
0,50010910000193,9
0,50010610009059,9
0,50011810000095,9
0,50023710000059,9
0,50011410000066,9
0,50010510000013,9
0,50010610002020,9
0,50011510000077,9
0,50011610000064,9
0,50024210000020,9
0,50022910001003,9
0,50010710000150,9
0,50022610000076,9
0,50010810000082,9
0,50010710000157,9
0,50022510000020,9
0,50011810000181,9
0,50022410000032,9
0,50010110000128,9
0,50011210000009,9
0,50010710000320,9
0,50011210000230,9
0,50011210000117,9
0,50010510000133,9
0,50022610000075,9
0,50015310000054,9
0,50010710000034,9
0,50011210000151,9
0,50011610000082,9
0,50022610000029,9
0,50022610000001,9
0,50023410000112,9
0,50023410000089,9
0,50010810000094,9
0,50022210000098,9
0,50011710000081,9
0,50010210000061,9
0,50011310000135,9
0,50011810000104,9
0,50010910000034,9
0,50023610000023,9
0,50010610009077,9
0,50010810000185,9
0,50023610000014,9
0,50010710000164,9
0,50010510000121,9
0,50011710000190,9
0,50010210000052,9
0,50010810000147,9
0,50022610000083,9
0,50010210000075,9
0,50010310000038,9
0,50010610002097,9
0,50023410000076,9
0,50022510000015,9
0,50010710001056,9
0,50010310000109,9
0,50010110000099,9
0,50011210000296,9
0,50011710000122,9
0,50010610002010,9
0,50010410000063,9
0,50010710001020,9
0,50010210000096,9
0,50011510000013,9
0,50010110000247,9
0,50010110000029,9
0,50024010000050,8
0,50010610002092,8
0,50010310000055,8
0,50010610009098,8
0,50024110000054,8
0,50022810000028,8
0,50010310000046,8
0,50010710000354,8
0,50010210000012,8
0,50011210000127,8
0,50010110000229,8
0,50010510000033,8
0,50010110000082,8
0,50011310000166,8
0,50023210000012,8
0,50010110000052,8
0,50015310000044,8
0,50022610000072,8
0,50011610000165,8
0,50010510000160,8
0,50010810000098,8
0,50011210000226,8
0,50011210000008,8
0,50010810000161,8
0,50022210000023,8
0,50010810000162,8
0,50023410000046,8
0,50010510000083,8
0,50010610009074,8
0,50010510000039,8
0,50022410000035,8
0,50022410000017,8
0,50023310000091,8
0,50022410000085,8
0,50011210000044,8
0,50010610006012,8
0,50011210000239,8
0,50011610000210,8
0,50010310000247,8
0,50010910000097,8
0,50023610000054,8
0,50022610000002,8
0,50010410000059,8
0,50011610000173,8
0,50011310000160,8
0,50010910000121,8
0,50010710000325,8
0,50011810000142,8
0,50022310000029,8
0,50023410000126,8
0,50010510000035,8
0,50011410000006,8
0,50022410000015,8
0,50010610005017,8
0,50011810000193,8
0,50010110000145,8
0,50023710000071,8
0,50010310000214,8
0,50010510000159,8
0,50024010000024,8
0,50023610000002,8
0,50011810000174,8
0,50011810000076,8
0,50010710000333,8
0,50010710000227,8
0,50022410000067,8
0,50022810000059,8
0,50011710000177,8
0,50011210000242,8
0,50011610000191,8
0,50024310000021,8
0,50011310000033,8
0,50010510000082,8
0,50010510000180,8
0,50022510000021,8
0,50010810000200,8
0,50010710000245,8
0,50011610000155,8
0,50010710000313,8
0,50010610009031,8
0,50010710000090,8
0,50022610000013,8
0,50011710000004,8
0,50022710000121,8
0,50024310000035,8
0,50011210000166,8
0,50011910000049,8
0,50011310000159,8
0,50023610000068,8
0,50010210000094,8
0,50010710000112,8
0,50010310000198,8
0,50010710000324,8
0,50011210000135,8
0,50010810000136,8
0,50011710000182,8
0,50022810000044,8
0,50011610000137,8
0,50010610001017,8
0,50023610000041,8
0,50011810000055,8
0,50011210000028,8
0,50011310000089,8
0,50010710000060,8
0,50010610009124,8
0,50010610007010,8
0,50010310000279,8
0,50024010000047,8
0,50010210000003,8
0,50022210000117,8
0,50010810000085,8
0,50010810000036,8
0,50022310000069,8
0,50010810000084,8
0,50011810000023,8
0,50010510000029,8
0,50010710000233,8
0,50010310000239,8
0,50010110000040,8
0,50011710000156,8
0,50010910000036,8
0,50010610002032,8
0,50010910000191,8
0,50010610008001,8
0,50011610000076,8
0,50010110000210,8
0,50022510000045,8
0,50011410000044,8
0,50010810000180,8
0,50023510000039,8
0,50011210000249,8
0,50010310000285,8
0,50010310000136,8
0,50010110000218,8
0,50010610002026,8
0,50010710001086,8
0,50011410000037,8
0,50010710000018,8
0,50011810000033,8
0,50010210000011,8
0,50022410000102,8
0,50011810000113,8
0,50010810000128,8
0,50022210000116,8
0,50011210000084,8
0,50023210000018,7
0,50010510000043,7
0,50024210000003,7
0,50011310000182,7
0,50022610000063,7
0,50010110000169,7
0,50010110000160,7
0,50010610009130,7
0,50011810000082,7
0,50022810000045,7
0,50010610009056,7
0,50023410000018,7
0,50023110000072,7
0,50010910000016,7
0,50023410000161,7
0,50011310000106,7
0,50010610004011,7
0,50010710000232,7
0,50022710000069,7
0,50022210000093,7
0,50010710000345,7
0,50023110000007,7
0,50010510000095,7
0,50010710000288,7
0,50011210000158,7
0,50011710000158,7
0,50010610008008,7
0,50022510000013,7
0,50010110000231,7
0,50010410000035,7
0,50011410000043,7
0,50010310000024,7
0,50010710000356,7
0,50010810000114,7
0,50011710000039,7
0,50023810000012,7
0,50011610000178,7
0,50022410000007,7
0,50023610000058,7
0,50010810000139,7
0,50024010000051,7
0,50010510000075,7
0,50010810000050,7
0,50015310000034,7
0,50011210000208,7
0,50010410000061,7
0,50023010000090,7
0,50010710000057,7
0,50010610009090,7
0,50010710000159,7
0,50010810000039,7
0,50010510000181,7
0,50023310000102,7
0,50011610000045,7
0,50010110000250,7
0,50022310000009,7
0,50023510000078,7
0,50022510000030,7
0,50010710000122,7
0,50010710000194,7
0,50022410000057,7
0,50011210000160,7
0,50010210000044,7
0,50015310000001,7
0,50011310000003,7
0,50011010000014,7
0,50010510000031,7
0,50023610000022,7
0,50010810000075,7
0,50010610009100,7
0,50024310000031,7
0,50010710000323,7
0,50010710000084,7
0,50011710000071,7
0,50010610009010,7
0,50010810000178,7
0,50011210000291,7
0,50015310000079,7
0,50011210000258,7
0,50011210000140,7
0,50010510000191,7
0,50023110000065,7
0,50010810000110,7
0,50010610007015,7
0,50010110000136,7
0,50011210000109,7
0,50023410000049,7
0,50023610000019,7
0,50010810000047,7
0,50010510000032,7
0,50010810000194,7
0,50011710000088,7
0,50010610009064,7
0,50011610000149,7
0,50010810000017,7
0,50010810000131,7
0,50023610000007,7
0,50022610000009,7
0,50011810000015,7
0,50010610009066,7
0,50010910000014,7
0,50011410000011,7
0,50022710000122,7
0,50010710000173,7
0,50010710000363,7
0,50011510000096,7
0,50011210000228,7
0,50022610000045,7
0,50023610000009,7
0,50022210000110,7
0,50010310000092,7
0,50010310000002,7
0,50010610007009,7
0,50011210000282,7
0,50011810000138,7
0,50011510000113,7
0,50010610006014,7
0,50022210000112,7
0,50022610000027,7
0,50011210000229,7
0,50010910000195,7
0,50010810000100,7
0,50010710000058,7
0,50011610000196,7
0,50010310000012,7
0,50011910000055,7
0,50022410000031,7
0,50011710000154,7
0,50010110000103,7
0,50010810000086,7
0,50011310000173,7
0,50011510000104,7
0,50024110000005,7
0,50010710000166,7
0,50011010000036,7
0,50010310000157,7
0,50010610009004,7
0,50011210000153,7
0,50011210000211,7
0,50010110000043,7
0,50022710000087,7
0,50010610008002,7
0,50015310000060,7
0,50015310000073,7
0,50010710000302,7
0,50011210000188,7
0,50011310000095,6
0,50023110000074,6
0,50010110000217,6
0,50011710000030,6
0,50010610009115,6
0,50011210000171,6
0,50015310000064,6
0,50011210000165,6
0,50010510000120,6
0,50011810000105,6
0,50010110000167,6
0,50011810000096,6
0,50011210000067,6
0,50010510000110,6
0,50010610009097,6
0,50010710000339,6
0,50010810000005,6
0,50011210000196,6
0,50011210000212,6
0,50010710001053,6
0,50010610009104,6
0,50010910000115,6
0,50010710000066,6
0,50011710000070,6
0,50011210000001,6
0,50011210000255,6
0,50011210000081,6
0,50010810000069,6
0,50010710000140,6
0,50022810000039,6
0,50011210000071,6
0,50010610009085,6
0,50010310000102,6
0,50022310000017,6
0,50010910000146,6
0,50011810000122,6
0,50015310000002,6
0,50022310000033,6
0,50010110000133,6
0,50011310000022,6
0,50010310000103,6
0,50011210000029,6
0,50011210000130,6
0,50010810000135,6
0,50010210000090,6
0,50010510000118,6
0,50010610009107,6
0,50011310000098,6
0,50023810000006,6
0,50023810000011,6
0,50011210000106,6
0,50010710001018,6
0,50024110000024,6
0,50010510000090,6
0,50010610009076,6
0,50011210000241,6
0,50010110000154,6
0,50022510000054,6
0,50010710000307,6
0,50011610000184,6
0,50011510000009,6
0,50011010000043,6
0,50022610000051,6
0,50010510000144,6
0,50099910000009,6
0,50011110000014,6
0,50022510000092,6
0,50010610004014,6
0,50010710000127,6
0,50010510000078,6
0,50022410000081,6
0,50015310000083,6
0,50011210000240,6
0,50010810000035,6
0,50010710000144,6
0,50015310000029,6
0,50011310000178,6
0,50011210000275,6
0,50011110000005,6
0,50024210000036,6
0,50015310000055,6
0,50024110000045,6
0,50010910000156,6
0,50010610009057,6
0,50022810000038,6
0,50022510000040,6
0,50010210000092,6
0,50011410000047,6
0,50010610009045,6
0,50010310000215,6
0,50011710000043,6
0,50011310000087,6
0,50011310000036,6
0,50010610002022,6
0,50011610000030,6
0,50011610000166,6
0,50011310000018,6
0,50010610001008,6
0,50010610009099,6
0,50023610000044,6
0,50011810000060,6
0,50011210000049,6
0,50011210000097,6
0,50010710000047,6
0,50010210000008,6
0,50010610002036,6
0,50010510000063,6
0,50023210000029,6
0,50011210000065,6
0,50022610000021,6
0,50010510000036,6
0,50010810000101,6
0,50022510000002,6
0,50010510000051,6
0,50011210000143,6
0,50024310000056,6
0,50010310000304,6
0,50011210000223,6
0,50011810000197,6
0,50023110000023,6
0,50010610009092,6
0,50010810000019,6
0,50010310000099,6
0,50010610009065,6
0,50011210000107,6
0,50011210000072,6
0,50011810000020,6
0,50011210000209,6
0,50010710001102,6
0,50010710000243,6
0,50010610006020,6
0,50011210000236,6
0,50010710000346,6
0,50010610002005,6
0,50022510000070,6
0,50010610002065,6
0,50011810000180,6
0,50010110000139,6
0,50010610009015,6
0,50023610000048,6
0,50010510000030,6
0,50022510000068,6
0,50022410000076,6
0,50011310000177,6
0,50015310000067,6
0,50010910000059,6
0,50023110000062,6
0,50023410000118,6
0,50011310000073,6
0,50010110000153,6
0,50023010000067,6
0,50022210000071,6
0,50022710000026,6
0,50010710001025,6
0,50023610000077,6
0,50010310000246,6
0,50011510000115,6
0,50010810000119,6
0,50022510000028,6
0,50010610007011,6
0,50010610005018,6
0,50010110000251,6
0,50022410000053,6
0,50010610009103,6
0,50010810000191,6
0,50010710000218,6
0,50010710000364,6
0,50022310000024,6
0,50010510000052,6
0,50023010000014,6
0,50015310000003,5
0,50011810000030,5
0,50022710000017,5
0,50011610000145,5
0,50011210000034,5
0,50010510000155,5
0,50022810000057,5
0,50010510000132,5
0,50011810000004,5
0,50022310000026,5
0,50010510000123,5
0,50011210000017,5
0,50010610009080,5
0,50011210000078,5
0,50011310000074,5
0,50011410000012,5
0,50010410000011,5
0,50023610000057,5
0,50010710000299,5
0,50024310000044,5
0,50099910004444,5
0,50011210000213,5
0,50011210000090,5
0,50010710000139,5
0,50023310000064,5
0,50011810000163,5
0,50010810000020,5
0,50010110000161,5
0,50011710000104,5
0,50011610000116,5
0,50010710000080,5
0,50011310000110,5
0,50011410000014,5
0,50011410000004,5
0,50010110000211,5
0,50010710001043,5
0,50023410000117,5
0,50011910000002,5
0,50010310000226,5
0,50022610000054,5
0,50011210000163,5
0,50011210000011,5
0,50011810000173,5
0,50015310000024,5
0,50010910000187,5
0,50011510000011,5
0,50011610000200,5
0,50010210000004,5
0,50011210000020,5
0,50010510000154,5
0,50022310000070,5
0,50023510000019,5
0,50011610000188,5
0,50010410000032,5
0,50010310000141,5
0,50022210000016,5
0,50011510000098,5
0,50023510000070,5
0,50015310000026,5
0,50010810000164,5
0,50010610009088,5
0,50011210000220,5
0,50011810000084,5
0,50011310000109,5
0,50010510000195,5
0,50011210000031,5
0,50023310000062,5
0,50022410000046,5
0,50010910000067,5
0,50024110000122,5
0,50010810000148,5
0,50011710000048,5
0,50011710000083,5
0,50011210000277,5
0,50010610002096,5
0,50023610000028,5
0,50010510000053,5
0,50011210000269,5
0,50024210000089,5
0,50023710000041,5
0,50010910000116,5
0,50010710000290,5
0,50010710000030,5
0,50010510000025,5
0,50010110000044,5
0,50010710001021,5
0,50010110000131,5
0,50010110000059,5
0,50023610000036,5
0,50010710000087,5
0,50010710000187,5
0,50011210000014,5
0,50023710000073,5
0,50010510000026,5
0,50010710000036,5
0,50010710000226,5
0,50010710000316,5
0,50010710000129,5
0,50011510000043,5
0,50011610000179,5
0,50010710000359,5
0,50022210000099,5
0,50011510000086,5
0,50023510000007,5
0,50011810000039,5
0,50011610000044,5
0,50022510000006,5
0,50022410000071,5
0,50022410000080,5
0,50015310000061,5
0,50011710000038,5
0,50022510000085,5
0,50010310000107,5
0,50011610000147,5
0,50010310000186,5
0,50010810000127,5
0,50010810000159,5
0,50011310000105,5
0,50022710000034,5
0,50010710000206,5
0,50011310000136,5
0,50010310000126,5
0,50022810000005,5
0,50011610000037,5
0,50024310000018,5
0,50022710000053,5
0,50011610000135,5
0,50011310000183,5
0,50022710000104,5
0,50010610005014,5
0,50023110000030,5
0,50022510000084,5
0,50010410000064,5
0,50011210000077,5
0,50010610001002,5
0,50010610009094,5
0,50023310000096,5
0,50011210000025,5
0,50023510000060,5
0,50010510000081,5
0,50010110000093,5
0,50010410000019,5
0,50023110000057,5
0,50022510000007,5
0,50011210000088,5
0,50011210000132,5
0,50022410000089,5
0,50010510000192,5
0,50011210000180,5
0,50011210000304,5
0,50011610000106,5
0,50010810000190,5
0,50023810000052,5
0,50011610000187,5
0,50011610000177,5
0,50011610000014,5
0,50022410000036,5
0,50010610005007,5
0,50011610000110,5
0,50015310000053,5
0,50010610005015,5
0,50010510000157,5
0,50010710000108,5
0,50011310000079,5
0,50010110000150,5
0,50010710000297,5
0,50022710000039,5
0,50010310000011,5
0,50010710000221,5
0,50010310000301,5
0,50011310000067,5
0,50022810000016,5
0,50011610000206,5
0,50023310000075,5
0,50022710000116,5
0,50015310000011,5
0,50011210000060,5
0,50010210000081,5
0,50010810000083,5
0,50011910000016,5
0,50010510000176,5
0,50010410000070,5
0,50022510000027,5
0,50022710000012,5
0,50011510000078,5
0,50010610009055,5
0,50010310000284,5
0,50015310000040,5
0,50011210000259,5
0,50011310000154,5
0,50010110000191,5
0,50011010000012,5
0,50024010000031,5
0,50011210000186,5
0,50010810000143,5
0,50022410000001,5
0,50010510000019,5
